"Infected","District","Date"
6135,"Kodagu","2021-02-19"
6142,"Kodagu","2021-02-20"
6149,"Kodagu","2021-02-21"
6158,"Kodagu","2021-02-22"
6166,"Kodagu","2021-02-23"
6135,"Kodagu","2021-02-24"
6139,"Kodagu","2021-02-25"
6142,"Kodagu","2021-02-26"
6146,"Kodagu","2021-02-27"
6151,"Kodagu","2021-02-28"
6157,"Kodagu","2021-03-01"
6162,"Kodagu","2021-03-02"
6163,"Kodagu","2021-03-03"
6167,"Kodagu","2021-03-04"
6177,"Kodagu","2021-03-05"
6182,"Kodagu","2021-03-06"
6188,"Kodagu","2021-03-07"
6193,"Kodagu","2021-03-08"
6199,"Kodagu","2021-03-09"
6205,"Kodagu","2021-03-10"
6211,"Kodagu","2021-03-11"
6217,"Kodagu","2021-03-12"
6208,"Kodagu","2021-03-13"
6213,"Kodagu","2021-03-14"
6217,"Kodagu","2021-03-15"
6221,"Kodagu","2021-03-16"
6226,"Kodagu","2021-03-17"
6231,"Kodagu","2021-03-18"
6237,"Kodagu","2021-03-19"
6232,"Kodagu","2021-03-20"
6235,"Kodagu","2021-03-21"
6238,"Kodagu","2021-03-22"
6241,"Kodagu","2021-03-23"
6245,"Kodagu","2021-03-24"
6249,"Kodagu","2021-03-25"
6252,"Kodagu","2021-03-26"
6326,"Kodagu","2021-03-27"
6337,"Kodagu","2021-03-28"
6347,"Kodagu","2021-03-29"
6358,"Kodagu","2021-03-30"
6371,"Kodagu","2021-03-31"
6385,"Kodagu","2021-04-01"
6396,"Kodagu","2021-04-02"
6393,"Kodagu","2021-04-03"
6403,"Kodagu","2021-04-04"
6413,"Kodagu","2021-04-05"
6422,"Kodagu","2021-04-06"
6433,"Kodagu","2021-04-07"
6443,"Kodagu","2021-04-08"
6455,"Kodagu","2021-04-09"
43.3992,"Kolar","2020-05-25"
43.4961,"Kolar","2020-05-26"
43.5026,"Kolar","2020-05-27"
43.4421,"Kolar","2020-05-28"
43.3325,"Kolar","2020-05-29"
43.1881,"Kolar","2020-05-30"
43.0195,"Kolar","2020-05-31"
42.835,"Kolar","2020-06-01"
42.6412,"Kolar","2020-06-02"
42.6695,"Kolar","2020-06-03"
43.1017,"Kolar","2020-06-04"
43.8873,"Kolar","2020-06-05"
44.9899,"Kolar","2020-06-06"
46.3847,"Kolar","2020-06-07"
48.0557,"Kolar","2020-06-08"
49.9948,"Kolar","2020-06-09"
52.2001,"Kolar","2020-06-10"
54.675,"Kolar","2020-06-11"
57.4278,"Kolar","2020-06-12"
60.4705,"Kolar","2020-06-13"
63.8192,"Kolar","2020-06-14"
67.4935,"Kolar","2020-06-15"
71.5163,"Kolar","2020-06-16"
75.9137,"Kolar","2020-06-17"
80.7154,"Kolar","2020-06-18"
85.9544,"Kolar","2020-06-19"
91.6672,"Kolar","2020-06-20"
97.8942,"Kolar","2020-06-21"
104.68,"Kolar","2020-06-22"
112.072,"Kolar","2020-06-23"
120.124,"Kolar","2020-06-24"
128.894,"Kolar","2020-06-25"
138.446,"Kolar","2020-06-26"
148.847,"Kolar","2020-06-27"
160.174,"Kolar","2020-06-28"
172.508,"Kolar","2020-06-29"
185.938,"Kolar","2020-06-30"
126,"Kolar","2020-07-01"
140,"Kolar","2020-07-02"
141,"Kolar","2020-07-03"
152,"Kolar","2020-07-04"
158,"Kolar","2020-07-05"
166,"Kolar","2020-07-06"
176,"Kolar","2020-07-07"
198,"Kolar","2020-07-08"
217,"Kolar","2020-07-09"
224,"Kolar","2020-07-10"
234,"Kolar","2020-07-11"
241,"Kolar","2020-07-12"
256,"Kolar","2020-07-13"
282,"Kolar","2020-07-14"
324,"Kolar","2020-07-15"
345,"Kolar","2020-07-16"
354,"Kolar","2020-07-17"
365,"Kolar","2020-07-18"
369,"Kolar","2020-07-19"
364,"Kolar","2020-07-20"
363,"Kolar","2020-07-21"
646,"Kolar","2020-07-22"
679,"Kolar","2020-07-23"
773,"Kolar","2020-07-24"
814,"Kolar","2020-07-25"
842,"Kolar","2020-07-26"
977,"Kolar","2020-07-27"
1064,"Kolar","2020-07-28"
1306,"Kolar","2020-07-29"
1416,"Kolar","2020-07-30"
1463,"Kolar","2020-07-31"
1590,"Kolar","2020-08-01"
2072,"Kolar","2020-08-02"
2421,"Kolar","2020-08-03"
2606,"Kolar","2020-08-04"
1548,"Kolar","2020-08-05"
1657,"Kolar","2020-08-06"
1764,"Kolar","2020-08-07"
1964,"Kolar","2020-08-08"
2337,"Kolar","2020-08-09"
2696,"Kolar","2020-08-10"
3153,"Kolar","2020-08-11"
2124,"Kolar","2020-08-12"
2294,"Kolar","2020-08-13"
2424,"Kolar","2020-08-14"
2610,"Kolar","2020-08-15"
2780,"Kolar","2020-08-16"
2960,"Kolar","2020-08-17"
3079,"Kolar","2020-08-18"
2685,"Kolar","2020-08-19"
2771,"Kolar","2020-08-20"
2893,"Kolar","2020-08-21"
3000,"Kolar","2020-08-22"
3078,"Kolar","2020-08-23"
3165,"Kolar","2020-08-24"
3261,"Kolar","2020-08-25"
3045,"Kolar","2020-08-26"
3148,"Kolar","2020-08-27"
3179,"Kolar","2020-08-28"
3349,"Kolar","2020-08-29"
3578,"Kolar","2020-08-30"
3618,"Kolar","2020-08-31"
3629,"Kolar","2020-09-01"
3618,"Kolar","2020-09-02"
3686,"Kolar","2020-09-03"
3750,"Kolar","2020-09-04"
3818,"Kolar","2020-09-05"
3918,"Kolar","2020-09-06"
4002,"Kolar","2020-09-07"
4069,"Kolar","2020-09-08"
4144,"Kolar","2020-09-09"
4362,"Kolar","2020-09-10"
4469,"Kolar","2020-09-11"
4578,"Kolar","2020-09-12"
4816,"Kolar","2020-09-13"
4904,"Kolar","2020-09-14"
4928,"Kolar","2020-09-15"
4694,"Kolar","2020-09-16"
4764,"Kolar","2020-09-17"
4850,"Kolar","2020-09-18"
4922,"Kolar","2020-09-19"
5019,"Kolar","2020-09-20"
5106,"Kolar","2020-09-21"
5195,"Kolar","2020-09-22"
5286,"Kolar","2020-09-23"
5395,"Kolar","2020-09-24"
5490,"Kolar","2020-09-25"
5572,"Kolar","2020-09-26"
5675,"Kolar","2020-09-27"
5748,"Kolar","2020-09-28"
5818,"Kolar","2020-09-29"
5845,"Kolar","2020-09-30"
5918,"Kolar","2020-10-01"
5994,"Kolar","2020-10-02"
6075,"Kolar","2020-10-03"
6228,"Kolar","2020-10-04"
6361,"Kolar","2020-10-05"
6473,"Kolar","2020-10-06"
6538,"Kolar","2020-10-07"
6630,"Kolar","2020-10-08"
6715,"Kolar","2020-10-09"
6794,"Kolar","2020-10-10"
6916,"Kolar","2020-10-11"
7072,"Kolar","2020-10-12"
7211,"Kolar","2020-10-13"
7436,"Kolar","2020-10-14"
7553,"Kolar","2020-10-15"
7691,"Kolar","2020-10-16"
7858,"Kolar","2020-10-17"
8002,"Kolar","2020-10-18"
8129,"Kolar","2020-10-19"
8266,"Kolar","2020-10-20"
7843,"Kolar","2020-10-21"
7908,"Kolar","2020-10-22"
8003,"Kolar","2020-10-23"
8099,"Kolar","2020-10-24"
8210,"Kolar","2020-10-25"
8345,"Kolar","2020-10-26"
8455,"Kolar","2020-10-27"
8157,"Kolar","2020-10-28"
8209,"Kolar","2020-10-29"
8244,"Kolar","2020-10-30"
8306,"Kolar","2020-10-31"
8412,"Kolar","2020-11-01"
8502,"Kolar","2020-11-02"
8523,"Kolar","2020-11-03"
8545,"Kolar","2020-11-04"
8605,"Kolar","2020-11-05"
8659,"Kolar","2020-11-06"
8716,"Kolar","2020-11-07"
8770,"Kolar","2020-11-08"
8834,"Kolar","2020-11-09"
8893,"Kolar","2020-11-10"
8916,"Kolar","2020-11-11"
8964,"Kolar","2020-11-12"
8998,"Kolar","2020-11-13"
9073,"Kolar","2020-11-14"
9119,"Kolar","2020-11-15"
9165,"Kolar","2020-11-16"
9207,"Kolar","2020-11-17"
8917,"Kolar","2020-11-18"
8921,"Kolar","2020-11-19"
8924,"Kolar","2020-11-20"
8944,"Kolar","2020-11-21"
9066,"Kolar","2020-11-22"
9087,"Kolar","2020-11-23"
9121,"Kolar","2020-11-24"
9085,"Kolar","2020-11-25"
9106,"Kolar","2020-11-26"
9122,"Kolar","2020-11-27"
9148,"Kolar","2020-11-28"
9183,"Kolar","2020-11-29"
9218,"Kolar","2020-11-30"
9243,"Kolar","2020-12-01"
9181,"Kolar","2020-12-02"
9197,"Kolar","2020-12-03"
9209,"Kolar","2020-12-04"
9226,"Kolar","2020-12-05"
9241,"Kolar","2020-12-06"
9252,"Kolar","2020-12-07"
9265,"Kolar","2020-12-08"
9363,"Kolar","2020-12-09"
9384,"Kolar","2020-12-10"
9403,"Kolar","2020-12-11"
9425,"Kolar","2020-12-12"
9444,"Kolar","2020-12-13"
9466,"Kolar","2020-12-14"
9486,"Kolar","2020-12-15"
9488,"Kolar","2020-12-16"
9507,"Kolar","2020-12-17"
9527,"Kolar","2020-12-18"
9550,"Kolar","2020-12-19"
9569,"Kolar","2020-12-20"
9589,"Kolar","2020-12-21"
9607,"Kolar","2020-12-22"
9628,"Kolar","2020-12-23"
9648,"Kolar","2020-12-24"
9668,"Kolar","2020-12-25"
9688,"Kolar","2020-12-26"
9709,"Kolar","2020-12-27"
9731,"Kolar","2020-12-28"
9752,"Kolar","2020-12-29"
9715,"Kolar","2020-12-30"
9737,"Kolar","2020-12-31"
9756,"Kolar","2021-01-01"
9776,"Kolar","2021-01-02"
9793,"Kolar","2021-01-03"
9809,"Kolar","2021-01-04"
9826,"Kolar","2021-01-05"
9774,"Kolar","2021-01-06"
9788,"Kolar","2021-01-07"
9804,"Kolar","2021-01-08"
9820,"Kolar","2021-01-09"
9835,"Kolar","2021-01-10"
9850,"Kolar","2021-01-11"
9864,"Kolar","2021-01-12"
9914,"Kolar","2021-01-13"
9933,"Kolar","2021-01-14"
9951,"Kolar","2021-01-15"
9971,"Kolar","2021-01-16"
9990,"Kolar","2021-01-17"
10011,"Kolar","2021-01-18"
10032,"Kolar","2021-01-19"
9958,"Kolar","2021-01-20"
9970,"Kolar","2021-01-21"
9983,"Kolar","2021-01-22"
9995,"Kolar","2021-01-23"
10008,"Kolar","2021-01-24"
10019,"Kolar","2021-01-25"
10031,"Kolar","2021-01-26"
9985,"Kolar","2021-01-27"
9993,"Kolar","2021-01-28"
9999,"Kolar","2021-01-29"
10007,"Kolar","2021-01-30"
10013,"Kolar","2021-01-31"
10019,"Kolar","2021-02-01"
10025,"Kolar","2021-02-02"
10014,"Kolar","2021-02-03"
10018,"Kolar","2021-02-04"
10023,"Kolar","2021-02-05"
10027,"Kolar","2021-02-06"
10030,"Kolar","2021-02-07"
10034,"Kolar","2021-02-08"
10039,"Kolar","2021-02-09"
10039,"Kolar","2021-02-10"
10044,"Kolar","2021-02-11"
10049,"Kolar","2021-02-12"
10053,"Kolar","2021-02-13"
10056,"Kolar","2021-02-14"
10060,"Kolar","2021-02-15"
10064,"Kolar","2021-02-16"
10070,"Kolar","2021-02-17"
10075,"Kolar","2021-02-18"
10079,"Kolar","2021-02-19"
10084,"Kolar","2021-02-20"
10088,"Kolar","2021-02-21"
10092,"Kolar","2021-02-22"
10096,"Kolar","2021-02-23"
10102,"Kolar","2021-02-24"
10108,"Kolar","2021-02-25"
10113,"Kolar","2021-02-26"
10118,"Kolar","2021-02-27"
10123,"Kolar","2021-02-28"
10129,"Kolar","2021-03-01"
10135,"Kolar","2021-03-02"
10122,"Kolar","2021-03-03"
10126,"Kolar","2021-03-04"
10130,"Kolar","2021-03-05"
10134,"Kolar","2021-03-06"
10136,"Kolar","2021-03-07"
10139,"Kolar","2021-03-08"
10142,"Kolar","2021-03-09"
10146,"Kolar","2021-03-10"
10149,"Kolar","2021-03-11"
10152,"Kolar","2021-03-12"
10192,"Kolar","2021-03-13"
10202,"Kolar","2021-03-14"
10212,"Kolar","2021-03-15"
10219,"Kolar","2021-03-16"
10225,"Kolar","2021-03-17"
10231,"Kolar","2021-03-18"
10237,"Kolar","2021-03-19"
10281,"Kolar","2021-03-20"
10298,"Kolar","2021-03-21"
10312,"Kolar","2021-03-22"
10328,"Kolar","2021-03-23"
10342,"Kolar","2021-03-24"
10354,"Kolar","2021-03-25"
10366,"Kolar","2021-03-26"
10432,"Kolar","2021-03-27"
10455,"Kolar","2021-03-28"
10474,"Kolar","2021-03-29"
10495,"Kolar","2021-03-30"
10514,"Kolar","2021-03-31"
10534,"Kolar","2021-04-01"
10550,"Kolar","2021-04-02"
10663,"Kolar","2021-04-03"
10700,"Kolar","2021-04-04"
10727,"Kolar","2021-04-05"
10759,"Kolar","2021-04-06"
10791,"Kolar","2021-04-07"
10830,"Kolar","2021-04-08"
10859,"Kolar","2021-04-09"
240.022,"Koppal","2020-06-15"
257.116,"Koppal","2020-06-16"
271.627,"Koppal","2020-06-17"
281.4,"Koppal","2020-06-18"
288.521,"Koppal","2020-06-19"
294.112,"Koppal","2020-06-20"
298.783,"Koppal","2020-06-21"
302.867,"Koppal","2020-06-22"
306.546,"Koppal","2020-06-23"
309.924,"Koppal","2020-06-24"
313.062,"Koppal","2020-06-25"
316.911,"Koppal","2020-06-26"
322.637,"Koppal","2020-06-27"
330.143,"Koppal","2020-06-28"
338.825,"Koppal","2020-06-29"
348.369,"Koppal","2020-06-30"
88,"Koppal","2020-07-01"
104,"Koppal","2020-07-02"
163,"Koppal","2020-07-03"
149,"Koppal","2020-07-04"
155,"Koppal","2020-07-05"
164,"Koppal","2020-07-06"
175,"Koppal","2020-07-07"
167,"Koppal","2020-07-08"
194,"Koppal","2020-07-09"
200,"Koppal","2020-07-10"
298,"Koppal","2020-07-11"
316,"Koppal","2020-07-12"
422,"Koppal","2020-07-13"
470,"Koppal","2020-07-14"
396,"Koppal","2020-07-15"
433,"Koppal","2020-07-16"
437,"Koppal","2020-07-17"
423,"Koppal","2020-07-18"
461,"Koppal","2020-07-19"
494,"Koppal","2020-07-20"
582,"Koppal","2020-07-21"
609,"Koppal","2020-07-22"
753,"Koppal","2020-07-23"
853,"Koppal","2020-07-24"
1080,"Koppal","2020-07-25"
1172,"Koppal","2020-07-26"
1230,"Koppal","2020-07-27"
1260,"Koppal","2020-07-28"
1011,"Koppal","2020-07-29"
1182,"Koppal","2020-07-30"
1290,"Koppal","2020-07-31"
1301,"Koppal","2020-08-01"
1334,"Koppal","2020-08-02"
1478,"Koppal","2020-08-03"
1582,"Koppal","2020-08-04"
1811,"Koppal","2020-08-05"
2018,"Koppal","2020-08-06"
2741,"Koppal","2020-08-07"
2859,"Koppal","2020-08-08"
3098,"Koppal","2020-08-09"
3551,"Koppal","2020-08-10"
3779,"Koppal","2020-08-11"
2720,"Koppal","2020-08-12"
2951,"Koppal","2020-08-13"
3101,"Koppal","2020-08-14"
3404,"Koppal","2020-08-15"
3654,"Koppal","2020-08-16"
4098,"Koppal","2020-08-17"
4328,"Koppal","2020-08-18"
4046,"Koppal","2020-08-19"
4286,"Koppal","2020-08-20"
4488,"Koppal","2020-08-21"
4798,"Koppal","2020-08-22"
5036,"Koppal","2020-08-23"
5442,"Koppal","2020-08-24"
5904,"Koppal","2020-08-25"
5547,"Koppal","2020-08-26"
5829,"Koppal","2020-08-27"
6300,"Koppal","2020-08-28"
6648,"Koppal","2020-08-29"
7273,"Koppal","2020-08-30"
7743,"Koppal","2020-08-31"
8278,"Koppal","2020-09-01"
6862,"Koppal","2020-09-02"
6959,"Koppal","2020-09-03"
7154,"Koppal","2020-09-04"
7496,"Koppal","2020-09-05"
7827,"Koppal","2020-09-06"
8139,"Koppal","2020-09-07"
8378,"Koppal","2020-09-08"
8391,"Koppal","2020-09-09"
8672,"Koppal","2020-09-10"
8892,"Koppal","2020-09-11"
9156,"Koppal","2020-09-12"
9426,"Koppal","2020-09-13"
9697,"Koppal","2020-09-14"
9986,"Koppal","2020-09-15"
9498,"Koppal","2020-09-16"
9739,"Koppal","2020-09-17"
9897,"Koppal","2020-09-18"
10144,"Koppal","2020-09-19"
10396,"Koppal","2020-09-20"
10747,"Koppal","2020-09-21"
11007,"Koppal","2020-09-22"
10877,"Koppal","2020-09-23"
11109,"Koppal","2020-09-24"
11340,"Koppal","2020-09-25"
11647,"Koppal","2020-09-26"
11880,"Koppal","2020-09-27"
12201,"Koppal","2020-09-28"
12636,"Koppal","2020-09-29"
11720,"Koppal","2020-09-30"
11878,"Koppal","2020-10-01"
12150,"Koppal","2020-10-02"
12809,"Koppal","2020-10-03"
13311,"Koppal","2020-10-04"
13929,"Koppal","2020-10-05"
14308,"Koppal","2020-10-06"
12116,"Koppal","2020-10-07"
12348,"Koppal","2020-10-08"
12609,"Koppal","2020-10-09"
13018,"Koppal","2020-10-10"
13344,"Koppal","2020-10-11"
13727,"Koppal","2020-10-12"
13897,"Koppal","2020-10-13"
12609,"Koppal","2020-10-14"
12694,"Koppal","2020-10-15"
12774,"Koppal","2020-10-16"
12916,"Koppal","2020-10-17"
13053,"Koppal","2020-10-18"
13216,"Koppal","2020-10-19"
13309,"Koppal","2020-10-20"
13144,"Koppal","2020-10-21"
13392,"Koppal","2020-10-22"
13683,"Koppal","2020-10-23"
13697,"Koppal","2020-10-24"
13756,"Koppal","2020-10-25"
13799,"Koppal","2020-10-26"
13878,"Koppal","2020-10-27"
13379,"Koppal","2020-10-28"
13549,"Koppal","2020-10-29"
13710,"Koppal","2020-10-30"
14160,"Koppal","2020-10-31"
14456,"Koppal","2020-11-01"
14815,"Koppal","2020-11-02"
14977,"Koppal","2020-11-03"
13756,"Koppal","2020-11-04"
13801,"Koppal","2020-11-05"
13879,"Koppal","2020-11-06"
13905,"Koppal","2020-11-07"
13978,"Koppal","2020-11-08"
14007,"Koppal","2020-11-09"
14067,"Koppal","2020-11-10"
13667,"Koppal","2020-11-11"
13944,"Koppal","2020-11-12"
14243,"Koppal","2020-11-13"
14657,"Koppal","2020-11-14"
15063,"Koppal","2020-11-15"
15574,"Koppal","2020-11-16"
15766,"Koppal","2020-11-17"
13672,"Koppal","2020-11-18"
13848,"Koppal","2020-11-19"
13989,"Koppal","2020-11-20"
14241,"Koppal","2020-11-21"
14528,"Koppal","2020-11-22"
15198,"Koppal","2020-11-23"
15410,"Koppal","2020-11-24"
13722,"Koppal","2020-11-25"
13890,"Koppal","2020-11-26"
14054,"Koppal","2020-11-27"
14151,"Koppal","2020-11-28"
14167,"Koppal","2020-11-29"
14186,"Koppal","2020-11-30"
14201,"Koppal","2020-12-01"
14031,"Koppal","2020-12-02"
14055,"Koppal","2020-12-03"
14089,"Koppal","2020-12-04"
14099,"Koppal","2020-12-05"
14107,"Koppal","2020-12-06"
14121,"Koppal","2020-12-07"
14132,"Koppal","2020-12-08"
13868,"Koppal","2020-12-09"
14011,"Koppal","2020-12-10"
14309,"Koppal","2020-12-11"
14336,"Koppal","2020-12-12"
14376,"Koppal","2020-12-13"
14490,"Koppal","2020-12-14"
14489,"Koppal","2020-12-15"
13790,"Koppal","2020-12-16"
13797,"Koppal","2020-12-17"
13805,"Koppal","2020-12-18"
13814,"Koppal","2020-12-19"
13821,"Koppal","2020-12-20"
13829,"Koppal","2020-12-21"
13836,"Koppal","2020-12-22"
13839,"Koppal","2020-12-23"
13847,"Koppal","2020-12-24"
13854,"Koppal","2020-12-25"
13862,"Koppal","2020-12-26"
13869,"Koppal","2020-12-27"
13876,"Koppal","2020-12-28"
13884,"Koppal","2020-12-29"
13875,"Koppal","2020-12-30"
13882,"Koppal","2020-12-31"
13887,"Koppal","2021-01-01"
13894,"Koppal","2021-01-02"
13901,"Koppal","2021-01-03"
13908,"Koppal","2021-01-04"
13915,"Koppal","2021-01-05"
13899,"Koppal","2021-01-06"
13905,"Koppal","2021-01-07"
13910,"Koppal","2021-01-08"
13916,"Koppal","2021-01-09"
13921,"Koppal","2021-01-10"
13928,"Koppal","2021-01-11"
13933,"Koppal","2021-01-12"
13919,"Koppal","2021-01-13"
13924,"Koppal","2021-01-14"
13929,"Koppal","2021-01-15"
13934,"Koppal","2021-01-16"
13939,"Koppal","2021-01-17"
13945,"Koppal","2021-01-18"
13950,"Koppal","2021-01-19"
13924,"Koppal","2021-01-20"
13928,"Koppal","2021-01-21"
13931,"Koppal","2021-01-22"
13935,"Koppal","2021-01-23"
13940,"Koppal","2021-01-24"
13945,"Koppal","2021-01-25"
13949,"Koppal","2021-01-26"
13926,"Koppal","2021-01-27"
13929,"Koppal","2021-01-28"
13933,"Koppal","2021-01-29"
13935,"Koppal","2021-01-30"
13938,"Koppal","2021-01-31"
13941,"Koppal","2021-02-01"
13945,"Koppal","2021-02-02"
13932,"Koppal","2021-02-03"
13934,"Koppal","2021-02-04"
13937,"Koppal","2021-02-05"
13939,"Koppal","2021-02-06"
13942,"Koppal","2021-02-07"
13944,"Koppal","2021-02-08"
13946,"Koppal","2021-02-09"
13935,"Koppal","2021-02-10"
13937,"Koppal","2021-02-11"
13939,"Koppal","2021-02-12"
13941,"Koppal","2021-02-13"
13943,"Koppal","2021-02-14"
13945,"Koppal","2021-02-15"
13946,"Koppal","2021-02-16"
13937,"Koppal","2021-02-17"
13938,"Koppal","2021-02-18"
13939,"Koppal","2021-02-19"
13940,"Koppal","2021-02-20"
13942,"Koppal","2021-02-21"
13943,"Koppal","2021-02-22"
13945,"Koppal","2021-02-23"
13940,"Koppal","2021-02-24"
13940,"Koppal","2021-02-25"
13942,"Koppal","2021-02-26"
13942,"Koppal","2021-02-27"
13943,"Koppal","2021-02-28"
13945,"Koppal","2021-03-01"
13946,"Koppal","2021-03-02"
13947,"Koppal","2021-03-03"
13948,"Koppal","2021-03-04"
13948,"Koppal","2021-03-05"
13949,"Koppal","2021-03-06"
13951,"Koppal","2021-03-07"
13952,"Koppal","2021-03-08"
13953,"Koppal","2021-03-09"
13954,"Koppal","2021-03-10"
13955,"Koppal","2021-03-11"
13957,"Koppal","2021-03-12"
13952,"Koppal","2021-03-13"
13952,"Koppal","2021-03-14"
13953,"Koppal","2021-03-15"
13954,"Koppal","2021-03-16"
13955,"Koppal","2021-03-17"
13956,"Koppal","2021-03-18"
13957,"Koppal","2021-03-19"
13963,"Koppal","2021-03-20"
13964,"Koppal","2021-03-21"
13966,"Koppal","2021-03-22"
13967,"Koppal","2021-03-23"
13969,"Koppal","2021-03-24"
13970,"Koppal","2021-03-25"
13971,"Koppal","2021-03-26"
13995,"Koppal","2021-03-27"
13999,"Koppal","2021-03-28"
14003,"Koppal","2021-03-29"
14006,"Koppal","2021-03-30"
14010,"Koppal","2021-03-31"
14013,"Koppal","2021-04-01"
14017,"Koppal","2021-04-02"
14100,"Koppal","2021-04-03"
14109,"Koppal","2021-04-04"
14119,"Koppal","2021-04-05"
14127,"Koppal","2021-04-06"
14135,"Koppal","2021-04-07"
14143,"Koppal","2021-04-08"
14152,"Koppal","2021-04-09"
40.4917,"Mandya","2020-04-24"
41.1825,"Mandya","2020-04-25"
41.2662,"Mandya","2020-04-26"
41.0059,"Mandya","2020-04-27"
40.5553,"Mandya","2020-04-28"
40.0039,"Mandya","2020-04-29"
39.4037,"Mandya","2020-04-30"
38.7851,"Mandya","2020-05-01"
38.1651,"Mandya","2020-05-02"
37.5535,"Mandya","2020-05-03"
36.9559,"Mandya","2020-05-04"
36.3749,"Mandya","2020-05-05"
37.6319,"Mandya","2020-05-06"
42.1215,"Mandya","2020-05-07"
49.6732,"Mandya","2020-05-08"
60.5518,"Mandya","2020-05-09"
75.39,"Mandya","2020-05-10"
95.185,"Mandya","2020-05-11"
121.343,"Mandya","2020-05-12"
155.763,"Mandya","2020-05-13"
200.974,"Mandya","2020-05-14"
241.174,"Mandya","2020-05-15"
265.389,"Mandya","2020-05-16"
280.239,"Mandya","2020-05-17"
289.6,"Mandya","2020-05-18"
295.743,"Mandya","2020-05-19"
299.996,"Mandya","2020-05-20"
303.137,"Mandya","2020-05-21"
305.622,"Mandya","2020-05-22"
307.719,"Mandya","2020-05-23"
313.258,"Mandya","2020-05-24"
316.507,"Mandya","2020-05-25"
313.299,"Mandya","2020-05-26"
307.187,"Mandya","2020-05-27"
300.04,"Mandya","2020-05-28"
292.809,"Mandya","2020-05-29"
285.954,"Mandya","2020-05-30"
279.675,"Mandya","2020-05-31"
274.032,"Mandya","2020-06-01"
271.718,"Mandya","2020-06-02"
273.492,"Mandya","2020-06-03"
277.531,"Mandya","2020-06-04"
282.838,"Mandya","2020-06-05"
288.868,"Mandya","2020-06-06"
293.947,"Mandya","2020-06-07"
297.383,"Mandya","2020-06-08"
299.88,"Mandya","2020-06-09"
301.827,"Mandya","2020-06-10"
303.439,"Mandya","2020-06-11"
304.835,"Mandya","2020-06-12"
306.083,"Mandya","2020-06-13"
307.221,"Mandya","2020-06-14"
311.008,"Mandya","2020-06-15"
319.038,"Mandya","2020-06-16"
330.361,"Mandya","2020-06-17"
344.615,"Mandya","2020-06-18"
359.494,"Mandya","2020-06-19"
373.531,"Mandya","2020-06-20"
387.455,"Mandya","2020-06-21"
401.69,"Mandya","2020-06-22"
416.489,"Mandya","2020-06-23"
434.36,"Mandya","2020-06-24"
457.062,"Mandya","2020-06-25"
484.198,"Mandya","2020-06-26"
515.798,"Mandya","2020-06-27"
552.158,"Mandya","2020-06-28"
586.779,"Mandya","2020-06-29"
615.788,"Mandya","2020-06-30"
419,"Mandya","2020-07-01"
424,"Mandya","2020-07-02"
426,"Mandya","2020-07-03"
429,"Mandya","2020-07-04"
433,"Mandya","2020-07-05"
440,"Mandya","2020-07-06"
445,"Mandya","2020-07-07"
610,"Mandya","2020-07-08"
586,"Mandya","2020-07-09"
551,"Mandya","2020-07-10"
515,"Mandya","2020-07-11"
493,"Mandya","2020-07-12"
486,"Mandya","2020-07-13"
464,"Mandya","2020-07-14"
794,"Mandya","2020-07-15"
821,"Mandya","2020-07-16"
837,"Mandya","2020-07-17"
864,"Mandya","2020-07-18"
865,"Mandya","2020-07-19"
868,"Mandya","2020-07-20"
884,"Mandya","2020-07-21"
949,"Mandya","2020-07-22"
1002,"Mandya","2020-07-23"
1013,"Mandya","2020-07-24"
1062,"Mandya","2020-07-25"
1091,"Mandya","2020-07-26"
1140,"Mandya","2020-07-27"
1178,"Mandya","2020-07-28"
1419,"Mandya","2020-07-29"
1490,"Mandya","2020-07-30"
1583,"Mandya","2020-07-31"
1643,"Mandya","2020-08-01"
1731,"Mandya","2020-08-02"
1770,"Mandya","2020-08-03"
1850,"Mandya","2020-08-04"
2170,"Mandya","2020-08-05"
2286,"Mandya","2020-08-06"
2483,"Mandya","2020-08-07"
2715,"Mandya","2020-08-08"
2945,"Mandya","2020-08-09"
3098,"Mandya","2020-08-10"
3264,"Mandya","2020-08-11"
2877,"Mandya","2020-08-12"
2983,"Mandya","2020-08-13"
3122,"Mandya","2020-08-14"
3252,"Mandya","2020-08-15"
3298,"Mandya","2020-08-16"
3392,"Mandya","2020-08-17"
3467,"Mandya","2020-08-18"
3689,"Mandya","2020-08-19"
3763,"Mandya","2020-08-20"
3898,"Mandya","2020-08-21"
4069,"Mandya","2020-08-22"
4181,"Mandya","2020-08-23"
4385,"Mandya","2020-08-24"
4562,"Mandya","2020-08-25"
4598,"Mandya","2020-08-26"
4745,"Mandya","2020-08-27"
4879,"Mandya","2020-08-28"
5046,"Mandya","2020-08-29"
5223,"Mandya","2020-08-30"
5442,"Mandya","2020-08-31"
5706,"Mandya","2020-09-01"
5836,"Mandya","2020-09-02"
6056,"Mandya","2020-09-03"
6299,"Mandya","2020-09-04"
6522,"Mandya","2020-09-05"
6794,"Mandya","2020-09-06"
7096,"Mandya","2020-09-07"
7392,"Mandya","2020-09-08"
7499,"Mandya","2020-09-09"
7755,"Mandya","2020-09-10"
8066,"Mandya","2020-09-11"
8350,"Mandya","2020-09-12"
8632,"Mandya","2020-09-13"
8977,"Mandya","2020-09-14"
9326,"Mandya","2020-09-15"
